id,name,created_at,updated_at
3635,Atelier Esthetique Institute of Esthetics,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3636,Ashdown College of Health Sciences,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3637,Advanced College of Cosmetology,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3638,North American University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3639,Entourage Institute of Beauty and Esthetics,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3640,United Beauty College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3641,Cinta Aveda Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3642,Long Island Nail & Skin Care Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3643,Mesivta Keser Torah,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3644,Southern California Health Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3645,Best Care Training Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3646,First Class Cosmetology School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3647,Millennia Atlantic University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3648,Abcott Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3649,The Salon Professional Academy-Kenosha,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3650,Paul Mitchell the School-Indianapolis,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3651,Taylor Andrews Academy-St George,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3652,Seymour Beauty Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3653,Protege Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3654,Colorado Academy of Veterinary Technology,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3655,Northeast Technical Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3656,Salinas Beauty College Inc,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3657,Academy for Salon Professionals,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3658,Elite School of Cosmetology,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3659,Paul Mitchell the School-Las Vegas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3660,The Salon Professional Academy-Kokomo,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3661,Hair Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3662,Florida Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3663,Institute for Doctoral Studies in the Visual Arts,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3664,State Career College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3665,Paul Mitchell The School-Spokane,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3666,DeVry University's Keller Graduate School of Management-Maryland,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3667,DeVry University's Keller Graduate School of Management-North Carolina,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3668,DeVry University's Keller Graduate School of Management-Florida,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3669,DeVry College of New York's Keller Graduate School of Management,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3670,DeVry University's Keller Graduate School of Management-Indiana,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3671,DeVry University's Keller Graduate School of Management-Nevada,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3672,DeVry University's Keller Graduate School of Management-Colorado,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3673,DeVry University's Keller Graduate School of Management-Minnesota,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3674,DeVry University's Keller Graduate School of Management-Oklahoma,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3675,DeVry University's Keller Graduate School of Management-Utah,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3676,DeVry University's Keller Graduate School of Management-Tennessee,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3677,DeVry University's Keller Graduate School of Management-Michigan,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3678,DeVry University's Keller Graduate School of Management-Kentucky,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3679,DeVry University's Keller Graduate School of Management-New Jersey,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3680,DeVry University's Keller Graduate School of Management-Oregon,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3681,Lincoln College of New England-Hartford,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3682,Lincoln College of Technology-Columbus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3683,Lincoln College of Technology-Cleveland,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3684,Northwestern Institute of Health and Technology,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3685,J Renee Career Facilitation,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3686,National Personal Training Institute of Colorado,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3687,International College of Beauty Arts & Sciences,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3688,The Salon Professional Academy-Shorewood,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3689,John Paul the Great Catholic University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3690,ITT Technical Institute-Durham,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3691,ITT Technical Institute-Hanover,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3692,University of Phoenix-Jackson Campus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3693,University of Phoenix-Delaware Campus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3694,Everest College-Milwaukee,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3695,Independence University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3696,National American University-Tulsa,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3697,National American University-Centennial,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3698,National American University-Lee's Summit,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3699,National American University-Colorado Springs South,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3700,Globe University-Appleton,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3701,Salter College-Chicopee,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3702,Chamberlain College of Nursing-Missouri,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3703,Chamberlain College of Nursing-Texas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3704,ITT Technical Institute-Oakland,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3705,Continental School of Beauty Culture-Mattydale,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3706,Everest College-Bedford Park,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3707,Fortis College-Akron,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3708,Carrington College California-Pomona,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3709,Regency Beauty Institute-Copperwood,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3710,Regency Beauty Institute-Little Rock,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3711,Regency Beauty Institute-Baltimore Golden Ring,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3712,Regency Beauty Institute-El Paso,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3713,Regency Beauty Institute-Jacksonville Regency,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3714,Regency Beauty Institute-Knoxville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3715,Regency Beauty Institute-Fayetteville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3716,Regency Beauty Institute-Lansing,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3717,Regency Beauty Institute-Jacksonville Orange Park,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3718,Regency Beauty Institute-Crystal Lake,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3719,Regency Beauty Institute-Manassas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3720,Regency Beauty Institute-Castleton,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3721,Regency Beauty Institute-North Nashville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3722,Regency Beauty Institute-Round Rock,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3723,Regency Beauty Institute-Merrillville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3724,Regency Beauty Institute-Roanoke,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3725,Regency Beauty Institute-Toledo,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3726,Regency Beauty Institute-SW Houston,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3727,Everest College-Atlanta West,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3728,Broadview University-Boise,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3729,Advanced Institute of Hair Design-Madison,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3730,Paul Mitchell The School-Columbia,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3731,Paul Mitchell The School-Charleston,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3732,Everest College-Melrose Park,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3733,Kenneth Shuler School of Cosmetology-Greenville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3734,South University-Accelerated Graduate Programs,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3735,South University-The Art Institute of Fort Worth,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3736,South University-Novi,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3737,Northwest College-Eugene,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3738,Northwest College-Tualatin,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3739,Harrison College-Morrisville,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3740,National University College-Caguas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3741,Beauty Schools of America,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3742,CET-Soledad,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3743,MarJon School of Beauty ltd-Lockport,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3744,Houston Training Schools-Southwest,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3745,Vanguard College of Cosmetology-Metairie,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3746,New England Tractor Trailer Training School of Massachusetts,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3747,Heritage College-Columbus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3748,Utah College of Massage Therapy-Vegas,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3749,Utah College of Massage Therapy-Tempe,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3750,Utah College of Massage Therapy-Phoenix,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3751,Utah College of Massage Therapy-Westminster,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3752,Utah College of Massage Therapy-Aurora,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3753,Sanford-Brown College-Portland,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3754,Tint School of Makeup and Cosmetology-Grand Prairie,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3755,Dewey University-Yabucoa,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3756,Dewey University-Hatillo,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3757,Dewey University-Manati,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3758,Sanford-Brown College-Skokie,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3759,Baltimore School of Massage-York,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3760,Allen School-Phoenix,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3761,Oklahoma Technical College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3762,Midwest Technical Institute-Moline,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3763,Star Career Academy-Clifton,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3764,Unitech Training Academy-Alexandria,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3765,Unitech Training Academy-Lake Charles,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3766,Aveda Institute-Los Angeles,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3767,Career Quest Learning Center-Kalamazoo,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3906,WellSpring School of Allied Health-Lawrence,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3946,The Art Institute of Wisconsin,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3947,Brown Mackie College-Birmingham,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3949,Regina's College of Beauty,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3950,Manuel and Theresa's School of Hair Design-Victoria,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3951,Tricoci University of Beauty Culture-Chicago NE,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3952,ITT Technical Institute-Bradenton,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3953,ITT Technical Institute-Phoenix West,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3954,ITT Technical Institute-Brooklyn Center,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3955,ITT Technical Institute-Orlando,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3957,ITT Technical Institute-Waco,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3959,ITT Technical Institute-Myrtle Beach,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3961,University of Phoenix-Knoxville Campus,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3963,Azusa Pacific Online University,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3965,Minneapolis Media Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3967,College America-Phoenix,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3969,CollegeAmerica-Stevens Henager College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3971,Avalon School of Cosmetology-Phoenix,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3973,Avalon School of Cosmetology-Layton,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3975,Hair Design Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3769,Renton Technical College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3772,Saint Martin's University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3773,Seattle Community College-South Campus,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3774,Seattle Central College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3776,Everest College-Seattle,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3778,Seattle Pacific University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3781,Seattle University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3783,Shoreline Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3785,Skagit Valley College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3787,South Puget Sound Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3789,Spokane Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3791,Spokane Falls Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3793,Stylemaster College of Hair Design,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3795,Tacoma Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3797,The Hair School,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3799,Walla Walla Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3801,Walla Walla University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3803,Washington State University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3805,University of Washington-Seattle Campus,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3807,Wenatchee Valley College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3809,Everest College-Vancouver,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3811,Western Washington University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3813,Whatcom Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3815,Whitman College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3817,Whitworth University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3819,Yakima Valley Community College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3821,Alderson Broaddus University,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3823,Appalachian Beauty School,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3825,Appalachian Bible College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3827,B M Spurr School of Practical Nursing,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3829,Ben Franklin Career Center,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3831,Bluefield State College,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3833,Cabell County Career Technology Center,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3835,Charleston School of Beauty Culture,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3837,University of Charleston,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
3839,Clarksburg Beauty Academy and School of Massage Therapy,2024-01-17 19:04:25.643474+00,2024-01-17 19:04:25.643474+00
