id,name,created_at,updated_at
3960,LIM College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3962,Le Moyne College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3964,LIU Brooklyn,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3966,LIU Post,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3968,LIU-University Center Campus,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3970,Long Island Beauty School-Hempstead,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3972,Long Island Business Institute,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3974,LIU Hudson at Rockland,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3976,LIU Brentwood,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3978,Machzikei Hadath Rabbinical College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3979,Mandl School-The College of Allied Health,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3980,Manhattan College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3981,Manhattan School of Music,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3982,Manhattanville College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3983,Maria College of Albany,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3984,Marion S Whelan School of Nursing of Geneva General Hospital,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3985,Marist College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3986,MarJon School of Beauty ltd-Tonawanda,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3988,Marymount Manhattan College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3990,Medaille College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3992,Memorial School of Nursing,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3994,Memorial Hospital School of Radiation Therapy Technology,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3996,Mercy College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3998,Mesivta Torah Vodaath Rabbinical Seminary,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4000,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4002,Mesivtha Tifereth Jerusalem of America,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4004,Southern Westchester BOCES-Practical Nursing Program,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4006,Midway Paris Beauty School,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4008,Mildred Elley School-Albany Campus,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4010,Mirrer Yeshiva Cent Institute,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4012,Modern Welding School,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4014,Mohawk Valley Community College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4016,Molloy College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4455,Monroe College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4645,Monroe Community College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4646,Mount Saint Mary College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4647,Dorothea Hopfer School of Nursing-Mt Vernon Hospital,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4648,College of Mount Saint Vincent,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4649,Icahn School of Medicine at Mount Sinai,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4650,Nassau Community College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4682,Nazareth College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4795,Neighborhood Playhouse School of the Theater,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4803,The College of New Rochelle,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4805,The New School,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4806,New School of Radio and Television,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4807,New York Chiropractic College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4808,Star Career Academy-New York,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4809,New York Institute of English and Business,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4938,New York Law School,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4941,New York Medical College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4943,New York School for Medical and Dental Assistants,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4945,New York Theological Seminary,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4947,New York University,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4948,Niagara County Community College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4949,Niagara University,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4950,Empire Beauty School-Peekskill,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4951,North Country Community College,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4953,New York College of Podiatric Medicine,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
4954,New York Institute of Technology,2024-01-17 19:04:25.632538+00,2024-01-17 19:04:25.632538+00
3405,University of Phoenix-Raleigh Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3406,Blue Ridge Community and Technical College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3407,Lincoln Technical Institute-Suffield,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3408,International Academy of Design and Technology-Henderson,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3409,International Academy of Design and Technology-Seattle,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3410,International Academy of Design and Technology-Nashville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3411,Le Cordon Bleu College of Culinary Arts-Miami,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3412,Le Cordon Bleu College of Culinary Arts-Minneapolis,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3413,Anthem College-Portland,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3414,Career Technical College-Shreveport,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3415,ITT Technical Institute-Kansas City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3416,ITT Technical Institute-Kennesaw,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3417,ITT Technical Institute-Owings Mills,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3418,ITT Technical Institute-Warrensville Heights,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3419,Union Graduate College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3420,Colorado State University-System Office,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3421,Chambersburg Beauty School,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3422,Daytona College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3423,Delta Technical College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3424,United States University,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3425,Westwood College-Arlington Ballston,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3426,Kaplan College-Bakersfield,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3427,Kaplan College-Fresno,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3428,Empire Beauty School-Avondale,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3429,Empire Beauty School-North Tucson,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3430,Empire Beauty School-Littleton,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3431,Empire Beauty School-Aurora,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3432,Everest Institute-Gahanna,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3433,Everest College-Merrionette Park,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3434,Everest College-Earth City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3435,Everest College-Mesa,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3436,Everest Institute-Silver Spring,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3437,Alvareitas College of Cosmetology-Belleville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3438,AmeriTech College-Draper,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3439,Argosy University-Los Angeles,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3440,Brown Mackie College-Miami,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3441,Regency Beauty Institute-Darien,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3442,Regency Beauty Institute-Aurora,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3443,Regency Beauty Institute-Madison,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3444,Regency Beauty Institute-Ridgedale,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3445,San Joaquin Valley College-Modesto,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3446,Fortis College-Largo,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3447,Platt College-Moore,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3448,Platt College-Dallas,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3449,Universal Technical Institute of Massachusetts Inc,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3450,Eagle Gate College-Layton,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3451,Academy of Hair Design-Jasper,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3452,Expression College for Digital Arts,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3453,Unitech Training Academy-West Monroe,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3454,Daymar College-Bellevue,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3455,DeVry University-Oklahoma,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3456,Salter School-Fall River,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3457,Seacoast Career School-Manchester Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3458,Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3459,New River Community and Technical College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3460,The College of Health Care Professions-Southwest Houston,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3461,Eagle Gate College-Salt Lake City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3462,Kaplan College-Palm Springs,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3463,University of Phoenix-Savannah Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3464,University of Phoenix-Northern Nevada Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3465,Minnesota School of Business-Rochester,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3466,Georgia Gwinnett College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3467,Phoenix Institute of Herbal Medicine & Acupuncture,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3468,Tucson College of Beauty,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3469,California Career College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3470,Palladium Technical Academy,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3471,Palace Beauty College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3472,National Polytechnic College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3473,American Career College-Ontario,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3474,Asher College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3475,American Institute of Massage Therapy,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3476,University of East-West Medicine,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3477,Blake Austin College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3478,Mojave Barber College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3479,Aviator College of Aeronautical Science and Technology,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3480,Total International Career Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3481,Trendsetters School of Beauty & Barbering,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3482,CDA Technical Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3483,American Institute of Beauty,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3484,North Florida Cosmetology Institute Inc,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3485,Florida Academy of Health & Beauty,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3486,Augusta School of Massage,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3487,ATA College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3488,SUM Bible College and Theological Seminary,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3489,Compass Career College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3490,Hair Expressions Academy,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3491,Nuvo College of Cosmetology,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3492,WellSpring School of Allied Health-Kansas City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3493,Hair Academy 110,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3494,Healing Touch Career College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3495,The Salon Professional Academy-Fargo,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3496,Massage Therapy Trainining Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3497,Institute of Professional Careers,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3498,Elite Academy of Beauty Arts,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3499,Aveda Institute-New York,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3500,Brookline College-Oklahoma City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3501,Northwest Regional Technology Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3502,National Massage Therapy Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3503,MyrAngel Beauty Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3504,Tennessee Career Institute,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3505,Texas Health School,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3506,Mai-trix Beauty College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3507,North West Beauty School,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3508,Maximum Style Tec School of Cosmetology,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3509,Careers Unlimited,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3510,Mountainland Applied Technology College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3511,Avi Career Training,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3512,Yakima Beauty School,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3513,Mountain State School of Massage,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3514,Doane College-Lincoln Grand Island and Master,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3515,Shorter University-College of Adult & Professional Programs,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3516,Arkansas State University-System Office,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3517,The Art Institute of Indianapolis,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3518,Eastern International College-Belleville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3519,San Joaquin Valley College-Rancho Cordova,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3520,San Joaquin Valley College-Central Administrative Office,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3521,Illinois School of Health Careers-O'Hare Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3522,MedTech College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3523,Broken Arrow Beauty College-Tulsa,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3524,Universal Technical Institute of Northern California Inc,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3525,ITT Technical Institute-Charlotte South,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3526,ITT Technical Institute-Clovis,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3527,ITT Technical Institute-Dunmore,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3528,ITT Technical Institute-Swartz Creek,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3529,ITT Technical Institute-Lexington,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3530,ITT Technical Institute-Maumee,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3531,ITT Technical Institute-Oklahoma City,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3532,ITT Technical Institute-Tulsa,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3770,University of Phoenix-Omaha Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3771,University of Phoenix-Northwest Arkansas Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3775,University of Phoenix-Madison Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3777,University of Phoenix-Columbia Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3779,The Art Institute of California-Argosy University Inland Empire,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3780,National American University-Zona Rosa,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3782,West Hills College-Lemoore,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3784,Stautzenberger College-Brecksville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3786,Stone Academy-East Hartford,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3788,Westwood College-Annandale,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3790,West Hills Community College District,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3792,Unitech Training Academy-Houma,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3794,Kaplan College-Milwaukee,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3796,Miller-Motte Technical College-Madison,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3798,Rasmussen College-Illinois,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3800,International Institute for Restorative Practices,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3802,Educational Technical College-Recinto de Coamo,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3804,Educational Technical College-Recinto de san Sebastian,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3806,Argosy University-Denver,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3808,College America-Colorado Springs,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3810,College America-Fort Collins,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3812,Automotive Training Center-Warminster,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3814,Sanford-Brown College-West Allis,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3816,Empire Beauty School-Milwaukee,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3818,The Robert B Miller College,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3820,University of Phoenix-Fairfield County Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3822,University of Phoenix-Harrisburg Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3824,University of South Florida-St Petersburg,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3826,Triangle Tech Inc-Bethlehem,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3828,DeVry University-Utah,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3830,Arizona State University-Downtown Phoenix,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3832,Milan Institute-Clovis,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3834,Branford Hall Career Institute-Albany Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3836,Harris School of Business-Linwood Campus,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3838,The Art Institute of Tennessee-Nashville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3840,Strayer University-Florida,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3842,Pima Medical Institute-Renton,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3844,College of Business and Technology-Flagler,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3846,College of Business and Technology-Hialeah,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3848,Miller-Motte College-Cary,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3850,Miami-Jacobs Career College-Springboro,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3852,Dewey University-Juana D�az,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3854,Dewey University-Fajardo,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3856,Dewey University-Arroyo,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3858,Regency Beauty Institute-Independence,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3860,Regency Beauty Institute-St Peters,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3862,Regency Beauty Institute-Peoria,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3864,Regency Beauty Institute-Greenwood,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3866,Regency Beauty Institute-Mehlville,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3868,Regency Beauty Institute-Duluth,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3870,Regency Beauty Institute-Fairview Heights,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3872,Regency Beauty Institute-Champaign,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3874,Regency Beauty Institute-Olathe,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3876,The College of Health Care Professions-San Antonio,2024-01-17 19:04:25.63176+00,2024-01-17 19:04:25.63176+00
3610,Santa Ana Beauty Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3611,Grace College of Divinity,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3612,Cosmetology College of Franklin County,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3613,Rochester School of Hair Design,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3614,Aveda Institute-New Mexico,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3615,Nashville Barber and Style Academy,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3616,American Trade School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3617,Estelle Skin Care and Spa Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3618,Paul Mitchell the School-Honolulu,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3619,Elite Cosmetology School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3620,Academy of Aesthetic Arts,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3621,American Technical Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3622,Twin Rivers Adult School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3623,Bergin University of Canine Studies,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3624,Aveda Institute-Boise,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3625,Progressive Training Centers,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3626,American Health Institute,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3627,Pima Medical Institute-South Denver,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3628,Real Barbers College,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3629,Capilo School of Hair Design,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3630,Pure Aesthetics,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3631,Lindsey Institute of Cosmetology,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3632,The Salon Professional Academy-Iowa City,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3633,Buckner Barber School,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
3634,Simmons College of Kentucky,2024-01-17 19:04:25.651037+00,2024-01-17 19:04:25.651037+00
